car_name,base_price,total_price,model_year,distance,inspection_remaining_month,repair,recycle,one_owner,record_book,new_car,no_smoke,registered,legally_imported,demo_car,rental_car,eco_car,legal_maintenance,camping,welfare,point,body_type,drive_type,color,right_handle,transmission,displacement,member,engine_type_gasoline,door_number,power_steering,abs,safety_support,auto_brake,adaptive_cruise,lane_keep,park_assist,accelerator_safe,obstacle_sensor,air_bag,air_bag_運転席,air_bag_助手席,air_bag_サイド,air_bag_カーテン,neck_rest,360_camera,camera,camera_フロント,camera_サイド,camera_バック,monitor,monitor_ブラインドスポット,monitor_リアトラフィック,esp,hill_descent,idle_stop,anti_theft,auto_high_beam,turbo,ac_cool,double_ac,navi,tv,vid_player,vid_player_DVD,vid_player_ブルーレイ,audio_player,audio_player_CD,audio_player_MD,audio_player_ミュージックサーバー,music_player_plugin,etc,air_sus,1500w,drive_rec,disp_audio,cold_region,keyless,smart_key,power_window,backseat_monitor,bench_seat,3rd_row,walk_through,power_seat,seat_ac,seat_heater,fullflat_seat,ottoman,leather_seat,halogen_headlight,headlight_type,front_fog,sunroof,roof_rail,full_aero,alumi_wheel,low_down,lift_up,slide_door,all_paint,Prefecture,City,guarantee_exists,guarantee_type,url
320d ラグジュアリー　ディーゼル　ターボ　純正ナビ　Bモニター （ホワイト）,1180000,1380000,2013,52000,24.0,0,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/AU0642614861/index.html?TRCD=200002&RESTID=CS210610
320i ハイラインパッケージ　黒本革パワーシート　社外19インチAW （レッド）,555000,632000,2009,40000,11.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,群馬県,,0,,https://www.carsensor.net/usedcar/detail/AU2544701061/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d スポーツ　ワンオーナー　地デジ （アルピン・ホワイト）,1580000,1760000,2014,60000,0.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,愛知県,尾張,1,1.0,https://www.carsensor.net/usedcar/detail/AU1358462345/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
325i Mスポーツパッケージ　サンルーフ 黒革 純正HDDナビ フルセグ （アルピンホワイト）,1100000,1322000,2010,49000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付6AT,3000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,1,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド、アダプティブ,1,1,0,1,1,0,0,0,0,静岡県,静岡東部,1,0.0,https://www.carsensor.net/usedcar/detail/AU3249768947/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　コニャックレザー・コンフォートP （ブラックサファイア）,4080000,4260000,2019,14000,24.0,0,リ済別,1,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,徳島県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU0387742092/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d Mスポーツ　・衝突軽減ブレーキ・バックカメラ （グレイシャーシルバー）,1680000,1869000,2014,34000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロア8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,0,0,0,1,1,0,1,0,,1,0,,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,奈良県,,1,0.0,https://www.carsensor.net/usedcar/detail/VU9030798952/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i ハイラインパッケージ　19インチアルミ・カーボンスポイラー付 （ホワイト）,280000,370000,2007,108000,10.0,0,リ済別,0,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,0,1,0,0,1,0,0,1,,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,北海道,札幌市内,0,,https://www.carsensor.net/usedcar/detail/AU2256939304/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツパッケージ　ナビETCスマートキー　バッテリ新品 （アルピンホワイト）,630000,847000,2010,61000,24.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,1,1,0,0,0,0,愛知県,尾張,1,0.0,https://www.carsensor.net/usedcar/detail/VU5477417761/index.html?TRCD=200002&RESTID=CS210610
320i エクセレンス エディション　ホワイトレザーシート スマートキー ナビ （ブラックサファイア）,630000,780000,2010,24000,24.0,1,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,静岡県,静岡中部,1,0.0,https://www.carsensor.net/usedcar/detail/VU7593855239/index.html?TRCD=200002&RESTID=CS210610
318i　Bカメラ 電動シート 禁煙車 ミラーETC （ブラックサファイア）,1780000,1990000,2016,30000,11.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,東京都,多摩,1,1.0,https://www.carsensor.net/usedcar/detail/AU1562033703/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
323i　ワンオーナー 車検令和6年8月 ナビ HID （シルバー）,480000,630000,2007,43000,12.0,0,リ済別,1,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,銀,1.0,フロアMTモード付6AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,,0,0,,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,長野県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU2286252724/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　メーカー純正ナビ バックカメラ ETC （ブラック）,948000,1137000,2013,67000,7.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,0,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,0,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,愛知県,尾張,1,0.0,https://www.carsensor.net/usedcar/detail/AU3400701735/index.html?TRCD=200002&RESTID=CS210610
320i　純正ナビ付 （ホワイト）,390000,517000,2009,77000,13.0,0,リ済別,0,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,新潟県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3454828040/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ エディション シャドー　純正HDDナビ/マルチディスプレイ/純正19AW （サファイアブラックパール）,1990000,2200000,2017,33000,24.0,0,リ済込,1,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒真珠,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,奈良県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU2082495274/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
318i　5速MT車/XYZ車高調/エアロ/ETC （ブルー）,850000,980000,1999,90000,21.0,0,リ済込,0,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,青,1.0,フロア5MT,1900,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Halogen,1,0,0,0,1,0,0,0,0,広島県,,0,,https://www.carsensor.net/usedcar/detail/AU2832718097/index.html?TRCD=200002&RESTID=CS210610
320d Mスポーツ　社外TV　HDDナビ　Bカメラ （ブラック）,1500000,1600000,2016,97000,0.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,0,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,Halogen,1,0,0,1,1,0,0,0,0,茨城県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU2864412832/index.html?TRCD=200002&RESTID=CS210610
325i　 （ブラック）,280000,350000,2005,110000,0.0,0,リ済込,0,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,黒,1.0,フロア6AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,大阪府,大阪東部,0,,https://www.carsensor.net/usedcar/detail/VU6382889791/index.html?TRCD=200002&RESTID=CS210610
320i　 （パール）,398000,569000,2008,50000,24.0,0,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,真珠,1.0,フロア6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,佐賀県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU2482181419/index.html?TRCD=200002&RESTID=CS210610
323i 25thアニバーサリーエディション　シートヒーター　ETC付　禁煙車 （ブラック）,450000,548000,2008,83000,24.0,0,リ済込,0,0,0,1,0,0,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付6AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,静岡県,静岡西部,0,,https://www.carsensor.net/usedcar/detail/AU1687354488/index.html?TRCD=200002&RESTID=CS210610
320d xドライブ Mスポーツ ディーゼルターボ 4WD　レーザーライト　ヘッドアップD （アルピンホワイト）,3480000,3657000,2019,39000,10.0,0,リ済別,1,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,宮城県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3405184510/index.html?TRCD=200002&RESTID=CS210610
320i　社外ナビ　サンルーフ　ETC　HID　Pシート （モナコブルー）,248000,443000,2007,75000,0.0,0,リ済別,0,0,0,0,0,1,0,0,0,0,0,0,0.0,セダン,2WD,紺,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/VU8869322419/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　コンフォートPKG　黒革　ACC　禁煙車 （ブラックサファイアメタリック）,3688000,3930000,2019,21000,7.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒Ｍ,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,岡山県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3329771203/index.html?TRCD=200002&RESTID=CS210610
320d Mスポーツ　認定中古車保証付き　Mスポーツパッケージ （ホワイト）,1650000,1900000,2015,42000,6.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,0,0,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,0,1,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,埼玉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3412974263/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
328i スポーツ　禁煙車　純正HDDナビ　CD・DVD再生 （ブラック）,889000,1095000,2012,76000,24.0,0,リ済込,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロア8AT,2000,5,1,4,1,1,0,0,1,0,0,0,0,,1,1,0,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド、アダプティブ,1,0,0,0,1,0,0,0,0,神奈川県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU1857613950/index.html?TRCD=200002&RESTID=CS210610
320i ハイラインパッケージ　黒レザーシート　HID　スマートキー （ブラック）,249000,399000,2007,125000,24.0,0,リ済込,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロア6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,群馬県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3458776639/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
M340i xドライブ 4WD　コニャックレザーシート　サンルーフ （ブラック・サファイア）,6260000,6521000,2020,24000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,4WD,黒,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,1,1,1,,0,0,,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,1,0,0,1,0,0,0,0,東京都,23区,1,1.0,https://www.carsensor.net/usedcar/detail/AU2693979224/index.html?TRCD=200002&RESTID=CS210610
320i ハイラインパッケージ　ナビ　ETC （ブラック）,490000,650000,2010,46000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロア6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Halogen,0,0,0,0,1,0,0,0,0,兵庫県,兵庫東部,0,,https://www.carsensor.net/usedcar/detail/AU1921055519/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　純正ナビ　Bモニター （レッド）,1198000,1346000,2013,63000,24.0,0,リ済込,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,赤,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/AU0523882441/index.html?TRCD=200002&RESTID=CS210610
320d xドライブ Mスポーツ ディーゼルターボ 4WD　純正ナビ 黒革 衝突軽減ブレーキ 純正18AW （ブラック）,3599000,3740000,2021,2000,13.0,1,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロア8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,0,0,1,,0,1,1,,0,0,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,埼玉県,,0,,https://www.carsensor.net/usedcar/detail/AU3112307859/index.html?TRCD=200002&RESTID=CS210610
323i ハイラインパッケージ　エナジーコンプリートカー19アルミマフラー （ホワイトパール）,578000,798000,2006,55000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白真珠,1.0,フロアMTモード付6AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,1,0,1,1,1,0,0,0,兵庫県,兵庫東部,0,,https://www.carsensor.net/usedcar/detail/VU6944831213/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d xドライブ Mスポーツ エディション サンライズ ディーゼルターボ 4WD　200台限定車/ヴァ―ネスカレザーシート （アルピンホワイト）,3999000,4293000,2021,13000,6.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,1,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,1,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,兵庫県,兵庫東部,0,,https://www.carsensor.net/usedcar/detail/AU2954806908/index.html?TRCD=200002&RESTID=CS210610
320i ハイラインパッケージ　後期モデル　革シート　キセノン （ミスティックブルーＭ）,880000,1206000,2004,28000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,青,1.0,フロアMTモード付5AT,2200,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,東京都,多摩,0,,https://www.carsensor.net/usedcar/detail/AU2033327349/index.html?TRCD=200002&RESTID=CS210610
340i ラグジュアリー　整備記録簿・スペアキー付き （ホワイト）,2930000,3280000,2016,35000,24.0,0,リ済込,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,長崎県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU0729470136/index.html?TRCD=200002&RESTID=CS210610
320i ラグジュアリー　禁煙車　ベージュ本革シート　バックカメラ （Ａ１７ハバナブラウン）,1280000,1441000,2013,51000,24.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,茶,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,0,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,0,1,0,0,0,0,山口県,,0,,https://www.carsensor.net/usedcar/detail/AU1706432520/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　全国保証付　純正ナビ　Bカメ　HID　ETC （ホワイト）,1240000,1440000,2013,58000,24.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,埼玉県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU0878057615/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i　後期型・純ナビ・地デジ・ETC・ドラレコ （ブラックサファイア）,580000,736000,2011,68000,10.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付6AT,2000,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,1,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,0,1,0,0,0,0,愛知県,尾張,1,0.0,https://www.carsensor.net/usedcar/detail/AU0948170637/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i Mスポーツ　後期型・1オーナー・ACC・禁煙・記録簿 （アルピンホワイトIII）,1980000,2175000,2016,27000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,0.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,1,1,0,0,0,0,愛知県,尾張,1,0.0,https://www.carsensor.net/usedcar/detail/AU3404178785/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
325i　ナビ　スタッドレス　アルミ付 （ブラック）,308000,480000,2006,127000,24.0,0,リ済別,0,0,0,0,0,0,0,0,0,1,0,0,0.0,セダン,2WD,黒,1.0,フロアMTモード付6AT,2500,5,1,4,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,,1,0,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,岩手県,,1,0.0,https://www.carsensor.net/usedcar/detail/VU6608193571/index.html?TRCD=200002&RESTID=CS210610
320d Mスポーツ　MパフォキャリパーHDDナビバックカメラ （アルピンホワイト300）,1098000,1198000,2013,111000,15.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,0.0,セダン,2WD,真珠白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,0,1,1,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,福岡県,福岡,0,,https://www.carsensor.net/usedcar/detail/AU3014467181/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
330e iパフォーマンス Mスポーツ　純正ナビ　バックカメラ　クルコン （ブルー）,1830000,1976000,2016,73000,24.0,0,リ済別,0,1,0,0,0,0,0,0,0,1,0,0,0.0,セダン,2WD,青,1.0,フロア8AT,2000,5,2,4,1,1,1,1,1,1,0,0,0,,1,1,0,0,0,0,,0,0,1,,0,0,1,0,0,0,0,1,1,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,0,0,0,0,1,0,0,0,0,静岡県,静岡西部,1,1.0,https://www.carsensor.net/usedcar/detail/AU1555227659/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
